episode_index,split,family,subset,map_name,seed,num_agents,status,makespan,soc,rectangular_actions,goal_waits_removed,num_samples,planner,path,error
1786,random_train,random,train,training-random-seed-00699,5,24,generated,38,454,912,458,454,mapf_lns2,episode_0001786_training-random-seed-00699_s5_n24.npz,
1787,random_train,random,train,training-random-seed-00699,5,32,generated,39,647,1248,601,647,mapf_lns2,episode_0001787_training-random-seed-00699_s5_n32.npz,
1788,random_train,random,train,training-random-seed-00699,6,16,generated,30,230,480,250,230,mapf_lns2,episode_0001788_training-random-seed-00699_s6_n16.npz,
1789,random_train,random,train,training-random-seed-00699,6,24,generated,33,360,792,432,360,mapf_lns2,episode_0001789_training-random-seed-00699_s6_n24.npz,
1790,random_train,random,train,training-random-seed-00699,6,32,generated,40,495,1280,785,495,mapf_lns2,episode_0001790_training-random-seed-00699_s6_n32.npz,
1791,random_train,random,train,training-random-seed-00699,7,16,generated,37,283,592,309,283,mapf_lns2,episode_0001791_training-random-seed-00699_s7_n16.npz,
1792,random_train,random,train,training-random-seed-00699,7,24,generated,34,454,816,362,454,mapf_lns2,episode_0001792_training-random-seed-00699_s7_n24.npz,
1793,random_train,random,train,training-random-seed-00699,7,32,generated,42,628,1344,716,628,mapf_lns2,episode_0001793_training-random-seed-00699_s7_n32.npz,
1794,random_train,random,train,training-random-seed-00699,8,16,generated,30,281,480,199,281,mapf_lns2,episode_0001794_training-random-seed-00699_s8_n16.npz,
1795,random_train,random,train,training-random-seed-00699,8,24,generated,37,489,888,399,489,mapf_lns2,episode_0001795_training-random-seed-00699_s8_n24.npz,
1796,random_train,random,train,training-random-seed-00699,8,32,generated,38,647,1216,569,647,mapf_lns2,episode_0001796_training-random-seed-00699_s8_n32.npz,
1797,random_train,random,train,training-random-seed-00699,9,16,generated,30,245,480,235,245,mapf_lns2,episode_0001797_training-random-seed-00699_s9_n16.npz,
1798,random_train,random,train,training-random-seed-00699,9,24,generated,31,353,744,391,353,mapf_lns2,episode_0001798_training-random-seed-00699_s9_n24.npz,
1799,random_train,random,train,training-random-seed-00699,9,32,generated,35,586,1120,534,586,mapf_lns2,episode_0001799_training-random-seed-00699_s9_n32.npz,
1800,random_train,random,train,training-random-seed-00700,0,16,generated,23,210,368,158,210,mapf_lns2,episode_0001800_training-random-seed-00700_s0_n16.npz,
1801,random_train,random,train,training-random-seed-00700,0,24,generated,30,329,720,391,329,mapf_lns2,episode_0001801_training-random-seed-00700_s0_n24.npz,
1802,random_train,random,train,training-random-seed-00700,0,32,generated,32,417,1024,607,417,mapf_lns2,episode_0001802_training-random-seed-00700_s0_n32.npz,
1803,random_train,random,train,training-random-seed-00700,1,16,generated,31,168,496,328,168,mapf_lns2,episode_0001803_training-random-seed-00700_s1_n16.npz,
1804,random_train,random,train,training-random-seed-00700,1,24,generated,31,276,744,468,276,mapf_lns2,episode_0001804_training-random-seed-00700_s1_n24.npz,
1805,random_train,random,train,training-random-seed-00700,1,32,generated,31,374,992,618,374,mapf_lns2,episode_0001805_training-random-seed-00700_s1_n32.npz,
1806,random_train,random,train,training-random-seed-00700,2,16,generated,35,199,560,361,199,mapf_lns2,episode_0001806_training-random-seed-00700_s2_n16.npz,
1807,random_train,random,train,training-random-seed-00700,2,24,generated,35,355,840,485,355,mapf_lns2,episode_0001807_training-random-seed-00700_s2_n24.npz,
1808,random_train,random,train,training-random-seed-00700,2,32,generated,37,466,1184,718,466,mapf_lns2,episode_0001808_training-random-seed-00700_s2_n32.npz,
1809,random_train,random,train,training-random-seed-00700,3,16,generated,30,197,480,283,197,mapf_lns2,episode_0001809_training-random-seed-00700_s3_n16.npz,
1810,random_train,random,train,training-random-seed-00700,3,24,generated,30,333,720,387,333,mapf_lns2,episode_0001810_training-random-seed-00700_s3_n24.npz,
1811,random_train,random,train,training-random-seed-00700,3,32,generated,30,434,960,526,434,mapf_lns2,episode_0001811_training-random-seed-00700_s3_n32.npz,
1812,random_train,random,train,training-random-seed-00700,4,16,generated,29,182,464,282,182,mapf_lns2,episode_0001812_training-random-seed-00700_s4_n16.npz,
1813,random_train,random,train,training-random-seed-00700,4,24,generated,27,311,648,337,311,mapf_lns2,episode_0001813_training-random-seed-00700_s4_n24.npz,
1814,random_train,random,train,training-random-seed-00700,4,32,generated,33,413,1056,643,413,mapf_lns2,episode_0001814_training-random-seed-00700_s4_n32.npz,
1815,random_train,random,train,training-random-seed-00700,5,16,generated,27,182,432,250,182,mapf_lns2,episode_0001815_training-random-seed-00700_s5_n16.npz,
1816,random_train,random,train,training-random-seed-00700,5,24,generated,27,290,648,358,290,mapf_lns2,episode_0001816_training-random-seed-00700_s5_n24.npz,
1817,random_train,random,train,training-random-seed-00700,5,32,generated,28,433,896,463,433,mapf_lns2,episode_0001817_training-random-seed-00700_s5_n32.npz,
1818,random_train,random,train,training-random-seed-00700,6,16,generated,23,176,368,192,176,mapf_lns2,episode_0001818_training-random-seed-00700_s6_n16.npz,
1819,random_train,random,train,training-random-seed-00700,6,24,generated,30,297,720,423,297,mapf_lns2,episode_0001819_training-random-seed-00700_s6_n24.npz,
1820,random_train,random,train,training-random-seed-00700,6,32,generated,35,435,1120,685,435,mapf_lns2,episode_0001820_training-random-seed-00700_s6_n32.npz,
1821,random_train,random,train,training-random-seed-00700,7,16,generated,27,200,432,232,200,mapf_lns2,episode_0001821_training-random-seed-00700_s7_n16.npz,
1822,random_train,random,train,training-random-seed-00700,7,24,generated,27,325,648,323,325,mapf_lns2,episode_0001822_training-random-seed-00700_s7_n24.npz,
1823,random_train,random,train,training-random-seed-00700,7,32,generated,29,439,928,489,439,mapf_lns2,episode_0001823_training-random-seed-00700_s7_n32.npz,
1824,random_train,random,train,training-random-seed-00700,8,16,generated,23,220,368,148,220,mapf_lns2,episode_0001824_training-random-seed-00700_s8_n16.npz,
1825,random_train,random,train,training-random-seed-00700,8,24,generated,26,325,624,299,325,mapf_lns2,episode_0001825_training-random-seed-00700_s8_n24.npz,
1826,random_train,random,train,training-random-seed-00700,8,32,generated,30,502,960,458,502,mapf_lns2,episode_0001826_training-random-seed-00700_s8_n32.npz,
1827,random_train,random,train,training-random-seed-00700,9,16,generated,24,205,384,179,205,mapf_lns2,episode_0001827_training-random-seed-00700_s9_n16.npz,
1828,random_train,random,train,training-random-seed-00700,9,24,generated,27,325,648,323,325,mapf_lns2,episode_0001828_training-random-seed-00700_s9_n24.npz,
1829,random_train,random,train,training-random-seed-00700,9,32,generated,27,477,864,387,477,mapf_lns2,episode_0001829_training-random-seed-00700_s9_n32.npz,
1830,random_train,random,train,training-random-seed-00701,0,16,generated,12,79,192,113,79,mapf_lns2,episode_0001830_training-random-seed-00701_s0_n16.npz,
1831,random_train,random,train,training-random-seed-00701,0,24,generated,16,150,384,234,150,mapf_lns2,episode_0001831_training-random-seed-00701_s0_n24.npz,
1832,random_train,random,train,training-random-seed-00701,0,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99971, iterations = 154520, colliding pairs = 1, initial colliding pairs = 4, solution cost = 176, initial solution cost = 170, failed iterations = 6525
Failed to find an initial solution in 10.0019 seconds after  0 restarts"
1833,random_train,random,train,training-random-seed-00701,1,16,generated,21,114,336,222,114,mapf_lns2,episode_0001833_training-random-seed-00701_s1_n16.npz,
1834,random_train,random,train,training-random-seed-00701,1,24,generated,23,160,552,392,160,mapf_lns2,episode_0001834_training-random-seed-00701_s1_n24.npz,
1835,random_train,random,train,training-random-seed-00701,1,32,generated,24,223,768,545,223,mapf_lns2,episode_0001835_training-random-seed-00701_s1_n32.npz,
1836,random_train,random,train,training-random-seed-00701,2,16,generated,15,97,240,143,97,mapf_lns2,episode_0001836_training-random-seed-00701_s2_n16.npz,
1837,random_train,random,train,training-random-seed-00701,2,24,generated,18,162,432,270,162,mapf_lns2,episode_0001837_training-random-seed-00701_s2_n24.npz,
1838,random_train,random,train,training-random-seed-00701,2,32,generated,19,228,608,380,228,mapf_lns2,episode_0001838_training-random-seed-00701_s2_n32.npz,
1839,random_train,random,train,training-random-seed-00701,3,16,generated,15,80,240,160,80,mapf_lns2,episode_0001839_training-random-seed-00701_s3_n16.npz,
1840,random_train,random,train,training-random-seed-00701,3,24,generated,15,110,360,250,110,mapf_lns2,episode_0001840_training-random-seed-00701_s3_n24.npz,
1841,random_train,random,train,training-random-seed-00701,3,32,generated,17,176,544,368,176,mapf_lns2,episode_0001841_training-random-seed-00701_s3_n32.npz,
1842,random_train,random,train,training-random-seed-00701,4,16,generated,16,67,256,189,67,mapf_lns2,episode_0001842_training-random-seed-00701_s4_n16.npz,
1843,random_train,random,train,training-random-seed-00701,4,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99987, iterations = 160006, colliding pairs = 2, initial colliding pairs = 5, solution cost = 106, initial solution cost = 83, failed iterations = 6583
Failed to find an initial solution in 10.002 seconds after  0 restarts"
1844,random_train,random,train,training-random-seed-00701,4,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99987, iterations = 118105, colliding pairs = 2, initial colliding pairs = 11, solution cost = 201, initial solution cost = 161, failed iterations = 28242
Failed to find an initial solution in 10.0017 seconds after  0 restarts"
1845,random_train,random,train,training-random-seed-00701,5,16,generated,14,66,224,158,66,mapf_lns2,episode_0001845_training-random-seed-00701_s5_n16.npz,
1846,random_train,random,train,training-random-seed-00701,5,24,generated,12,120,288,168,120,mapf_lns2,episode_0001846_training-random-seed-00701_s5_n24.npz,
1847,random_train,random,train,training-random-seed-00701,5,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99984, iterations = 201669, colliding pairs = 1, initial colliding pairs = 6, solution cost = 171, initial solution cost = 152, failed iterations = 12427
Failed to find an initial solution in 10.0021 seconds after  0 restarts"
1848,random_train,random,train,training-random-seed-00701,6,16,generated,14,68,224,156,68,mapf_lns2,episode_0001848_training-random-seed-00701_s6_n16.npz,
1849,random_train,random,train,training-random-seed-00701,6,24,generated,17,119,408,289,119,mapf_lns2,episode_0001849_training-random-seed-00701_s6_n24.npz,
1850,random_train,random,train,training-random-seed-00701,6,32,generated,18,162,576,414,162,mapf_lns2,episode_0001850_training-random-seed-00701_s6_n32.npz,
1851,random_train,random,train,training-random-seed-00701,7,16,generated,15,84,240,156,84,mapf_lns2,episode_0001851_training-random-seed-00701_s7_n16.npz,
1852,random_train,random,train,training-random-seed-00701,7,24,generated,15,105,360,255,105,mapf_lns2,episode_0001852_training-random-seed-00701_s7_n24.npz,
1853,random_train,random,train,training-random-seed-00701,7,32,generated,15,156,480,324,156,mapf_lns2,episode_0001853_training-random-seed-00701_s7_n32.npz,
1854,random_train,random,train,training-random-seed-00701,8,16,generated,17,85,272,187,85,mapf_lns2,episode_0001854_training-random-seed-00701_s8_n16.npz,
1855,random_train,random,train,training-random-seed-00701,8,24,generated,17,140,408,268,140,mapf_lns2,episode_0001855_training-random-seed-00701_s8_n24.npz,
1856,random_train,random,train,training-random-seed-00701,8,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99993, iterations = 130492, colliding pairs = 1, initial colliding pairs = 12, solution cost = 211, initial solution cost = 166, failed iterations = 10982
Failed to find an initial solution in 10.0018 seconds after  0 restarts"
1857,random_train,random,train,training-random-seed-00701,9,16,generated,16,108,256,148,108,mapf_lns2,episode_0001857_training-random-seed-00701_s9_n16.npz,
1858,random_train,random,train,training-random-seed-00701,9,24,generated,17,157,408,251,157,mapf_lns2,episode_0001858_training-random-seed-00701_s9_n24.npz,
1859,random_train,random,train,training-random-seed-00701,9,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99985, iterations = 119030, colliding pairs = 1, initial colliding pairs = 6, solution cost = 235, initial solution cost = 210, failed iterations = 6140
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
1860,random_train,random,train,training-random-seed-00702,0,16,generated,29,145,464,319,145,mapf_lns2,episode_0001860_training-random-seed-00702_s0_n16.npz,
1861,random_train,random,train,training-random-seed-00702,0,24,generated,26,288,624,336,288,mapf_lns2,episode_0001861_training-random-seed-00702_s0_n24.npz,
1862,random_train,random,train,training-random-seed-00702,0,32,generated,29,449,928,479,449,mapf_lns2,episode_0001862_training-random-seed-00702_s0_n32.npz,
1863,random_train,random,train,training-random-seed-00702,1,16,generated,24,208,384,176,208,mapf_lns2,episode_0001863_training-random-seed-00702_s1_n16.npz,
1864,random_train,random,train,training-random-seed-00702,1,24,generated,33,298,792,494,298,mapf_lns2,episode_0001864_training-random-seed-00702_s1_n24.npz,
1865,random_train,random,train,training-random-seed-00702,1,32,generated,33,410,1056,646,410,mapf_lns2,episode_0001865_training-random-seed-00702_s1_n32.npz,
1866,random_train,random,train,training-random-seed-00702,2,16,generated,18,160,288,128,160,mapf_lns2,episode_0001866_training-random-seed-00702_s2_n16.npz,
1867,random_train,random,train,training-random-seed-00702,2,24,generated,27,279,648,369,279,mapf_lns2,episode_0001867_training-random-seed-00702_s2_n24.npz,
1868,random_train,random,train,training-random-seed-00702,2,32,generated,29,420,928,508,420,mapf_lns2,episode_0001868_training-random-seed-00702_s2_n32.npz,
1869,random_train,random,train,training-random-seed-00702,3,16,generated,24,243,384,141,243,mapf_lns2,episode_0001869_training-random-seed-00702_s3_n16.npz,
1870,random_train,random,train,training-random-seed-00702,3,24,generated,28,339,672,333,339,mapf_lns2,episode_0001870_training-random-seed-00702_s3_n24.npz,
1871,random_train,random,train,training-random-seed-00702,3,32,generated,24,451,768,317,451,mapf_lns2,episode_0001871_training-random-seed-00702_s3_n32.npz,
1872,random_train,random,train,training-random-seed-00702,4,16,generated,24,208,384,176,208,mapf_lns2,episode_0001872_training-random-seed-00702_s4_n16.npz,
1873,random_train,random,train,training-random-seed-00702,4,24,generated,24,317,576,259,317,mapf_lns2,episode_0001873_training-random-seed-00702_s4_n24.npz,
1874,random_train,random,train,training-random-seed-00702,4,32,generated,24,410,768,358,410,mapf_lns2,episode_0001874_training-random-seed-00702_s4_n32.npz,
1875,random_train,random,train,training-random-seed-00702,5,16,generated,23,182,368,186,182,mapf_lns2,episode_0001875_training-random-seed-00702_s5_n16.npz,
1876,random_train,random,train,training-random-seed-00702,5,24,generated,23,270,552,282,270,mapf_lns2,episode_0001876_training-random-seed-00702_s5_n24.npz,
1877,random_train,random,train,training-random-seed-00702,5,32,generated,23,404,736,332,404,mapf_lns2,episode_0001877_training-random-seed-00702_s5_n32.npz,
1878,random_train,random,train,training-random-seed-00702,6,16,generated,24,199,384,185,199,mapf_lns2,episode_0001878_training-random-seed-00702_s6_n16.npz,
1879,random_train,random,train,training-random-seed-00702,6,24,generated,28,360,672,312,360,mapf_lns2,episode_0001879_training-random-seed-00702_s6_n24.npz,
1880,random_train,random,train,training-random-seed-00702,6,32,generated,28,454,896,442,454,mapf_lns2,episode_0001880_training-random-seed-00702_s6_n32.npz,
1881,random_train,random,train,training-random-seed-00702,7,16,generated,25,191,400,209,191,mapf_lns2,episode_0001881_training-random-seed-00702_s7_n16.npz,
1882,random_train,random,train,training-random-seed-00702,7,24,generated,26,320,624,304,320,mapf_lns2,episode_0001882_training-random-seed-00702_s7_n24.npz,
1883,random_train,random,train,training-random-seed-00702,7,32,generated,27,425,864,439,425,mapf_lns2,episode_0001883_training-random-seed-00702_s7_n32.npz,
1884,random_train,random,train,training-random-seed-00702,8,16,generated,21,221,336,115,221,mapf_lns2,episode_0001884_training-random-seed-00702_s8_n16.npz,
1885,random_train,random,train,training-random-seed-00702,8,24,generated,22,333,528,195,333,mapf_lns2,episode_0001885_training-random-seed-00702_s8_n24.npz,
1886,random_train,random,train,training-random-seed-00702,8,32,generated,31,477,992,515,477,mapf_lns2,episode_0001886_training-random-seed-00702_s8_n32.npz,
1887,random_train,random,train,training-random-seed-00702,9,16,generated,28,164,448,284,164,mapf_lns2,episode_0001887_training-random-seed-00702_s9_n16.npz,
1888,random_train,random,train,training-random-seed-00702,9,24,generated,28,302,672,370,302,mapf_lns2,episode_0001888_training-random-seed-00702_s9_n24.npz,
1889,random_train,random,train,training-random-seed-00702,9,32,generated,32,420,1024,604,420,mapf_lns2,episode_0001889_training-random-seed-00702_s9_n32.npz,
1890,random_train,random,train,training-random-seed-00703,0,16,generated,18,138,288,150,138,mapf_lns2,episode_0001890_training-random-seed-00703_s0_n16.npz,
1891,random_train,random,train,training-random-seed-00703,0,24,generated,23,234,552,318,234,mapf_lns2,episode_0001891_training-random-seed-00703_s0_n24.npz,
1892,random_train,random,train,training-random-seed-00703,0,32,generated,23,326,736,410,326,mapf_lns2,episode_0001892_training-random-seed-00703_s0_n32.npz,
1893,random_train,random,train,training-random-seed-00703,1,16,generated,22,157,352,195,157,mapf_lns2,episode_0001893_training-random-seed-00703_s1_n16.npz,
1894,random_train,random,train,training-random-seed-00703,1,24,generated,23,237,552,315,237,mapf_lns2,episode_0001894_training-random-seed-00703_s1_n24.npz,
1895,random_train,random,train,training-random-seed-00703,1,32,generated,23,333,736,403,333,mapf_lns2,episode_0001895_training-random-seed-00703_s1_n32.npz,
1896,random_train,random,train,training-random-seed-00703,2,16,generated,24,125,384,259,125,mapf_lns2,episode_0001896_training-random-seed-00703_s2_n16.npz,
1897,random_train,random,train,training-random-seed-00703,2,24,generated,24,228,576,348,228,mapf_lns2,episode_0001897_training-random-seed-00703_s2_n24.npz,
1898,random_train,random,train,training-random-seed-00703,2,32,generated,26,290,832,542,290,mapf_lns2,episode_0001898_training-random-seed-00703_s2_n32.npz,
1899,random_train,random,train,training-random-seed-00703,3,16,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99987, iterations = 119571, colliding pairs = 1, initial colliding pairs = 3, solution cost = 126, initial solution cost = 113, failed iterations = 3868
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
1900,random_train,random,train,training-random-seed-00703,3,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99984, iterations = 111138, colliding pairs = 1, initial colliding pairs = 5, solution cost = 229, initial solution cost = 199, failed iterations = 5981
Failed to find an initial solution in 10.0017 seconds after  0 restarts"
1901,random_train,random,train,training-random-seed-00703,3,32,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99975, iterations = 98839, colliding pairs = 2, initial colliding pairs = 7, solution cost = 261, initial solution cost = 244, failed iterations = 8310
Failed to find an initial solution in 10.0015 seconds after  0 restarts"
1902,random_train,random,train,training-random-seed-00703,4,16,generated,24,131,384,253,131,mapf_lns2,episode_0001902_training-random-seed-00703_s4_n16.npz,
1903,random_train,random,train,training-random-seed-00703,4,24,generated,24,174,576,402,174,mapf_lns2,episode_0001903_training-random-seed-00703_s4_n24.npz,
1904,random_train,random,train,training-random-seed-00703,4,32,generated,25,303,800,497,303,mapf_lns2,episode_0001904_training-random-seed-00703_s4_n32.npz,
1905,random_train,random,train,training-random-seed-00703,5,16,generated,25,128,400,272,128,mapf_lns2,episode_0001905_training-random-seed-00703_s5_n16.npz,
1906,random_train,random,train,training-random-seed-00703,5,24,generated,25,192,600,408,192,mapf_lns2,episode_0001906_training-random-seed-00703_s5_n24.npz,
1907,random_train,random,train,training-random-seed-00703,5,32,generated,25,272,800,528,272,mapf_lns2,episode_0001907_training-random-seed-00703_s5_n32.npz,
1908,random_train,random,train,training-random-seed-00703,6,16,generated,16,85,256,171,85,mapf_lns2,episode_0001908_training-random-seed-00703_s6_n16.npz,
1909,random_train,random,train,training-random-seed-00703,6,24,generated,16,145,384,239,145,mapf_lns2,episode_0001909_training-random-seed-00703_s6_n24.npz,
1910,random_train,random,train,training-random-seed-00703,6,32,generated,24,276,768,492,276,mapf_lns2,episode_0001910_training-random-seed-00703_s6_n32.npz,
1911,random_train,random,train,training-random-seed-00703,7,16,generated,10,83,160,77,83,mapf_lns2,episode_0001911_training-random-seed-00703_s7_n16.npz,
1912,random_train,random,train,training-random-seed-00703,7,24,generated,12,121,288,167,121,mapf_lns2,episode_0001912_training-random-seed-00703_s7_n24.npz,
1913,random_train,random,train,training-random-seed-00703,7,32,generated,23,267,736,469,267,mapf_lns2,episode_0001913_training-random-seed-00703_s7_n32.npz,
1914,random_train,random,train,training-random-seed-00703,8,16,generated,16,121,256,135,121,mapf_lns2,episode_0001914_training-random-seed-00703_s8_n16.npz,
1915,random_train,random,train,training-random-seed-00703,8,24,generated,26,177,624,447,177,mapf_lns2,episode_0001915_training-random-seed-00703_s8_n24.npz,
1916,random_train,random,train,training-random-seed-00703,8,32,generated,27,289,864,575,289,mapf_lns2,episode_0001916_training-random-seed-00703_s8_n32.npz,
1917,random_train,random,train,training-random-seed-00703,9,16,generated,25,171,400,229,171,mapf_lns2,episode_0001917_training-random-seed-00703_s9_n16.npz,
1918,random_train,random,train,training-random-seed-00703,9,24,generated,25,269,600,331,269,mapf_lns2,episode_0001918_training-random-seed-00703_s9_n24.npz,
1919,random_train,random,train,training-random-seed-00703,9,32,generated,27,363,864,501,363,mapf_lns2,episode_0001919_training-random-seed-00703_s9_n32.npz,
1920,random_train,random,train,training-random-seed-00704,0,16,generated,23,125,368,243,125,mapf_lns2,episode_0001920_training-random-seed-00704_s0_n16.npz,
1921,random_train,random,train,training-random-seed-00704,0,24,generated,26,225,624,399,225,mapf_lns2,episode_0001921_training-random-seed-00704_s0_n24.npz,
1922,random_train,random,train,training-random-seed-00704,0,32,generated,29,312,928,616,312,mapf_lns2,episode_0001922_training-random-seed-00704_s0_n32.npz,
1923,random_train,random,train,training-random-seed-00704,1,16,generated,32,216,512,296,216,mapf_lns2,episode_0001923_training-random-seed-00704_s1_n16.npz,
1924,random_train,random,train,training-random-seed-00704,1,24,generated,30,365,720,355,365,mapf_lns2,episode_0001924_training-random-seed-00704_s1_n24.npz,
1925,random_train,random,train,training-random-seed-00704,1,32,generated,35,527,1120,593,527,mapf_lns2,episode_0001925_training-random-seed-00704_s1_n32.npz,
1926,random_train,random,train,training-random-seed-00704,2,16,generated,26,163,416,253,163,mapf_lns2,episode_0001926_training-random-seed-00704_s2_n16.npz,
1927,random_train,random,train,training-random-seed-00704,2,24,generated,37,290,888,598,290,mapf_lns2,episode_0001927_training-random-seed-00704_s2_n24.npz,
1928,random_train,random,train,training-random-seed-00704,2,32,generated,37,392,1184,792,392,mapf_lns2,episode_0001928_training-random-seed-00704_s2_n32.npz,
1929,random_train,random,train,training-random-seed-00704,3,16,generated,27,206,432,226,206,mapf_lns2,episode_0001929_training-random-seed-00704_s3_n16.npz,
1930,random_train,random,train,training-random-seed-00704,3,24,failed,0,0,0,0,0,mapf_lns2,,"MAPF-LNS2 failed (0): InitLNS(PP): runtime = 9.99992, iterations = 53883, colliding pairs = 1, initial colliding pairs = 23, solution cost = 410, initial solution cost = 308, failed iterations = 4937
Failed to find an initial solution in 10.0014 seconds after  0 restarts"
1931,random_train,random,train,training-random-seed-00704,3,32,generated,43,455,1376,921,455,mapf_lns2,episode_0001931_training-random-seed-00704_s3_n32.npz,
1932,random_train,random,train,training-random-seed-00704,4,16,generated,32,216,512,296,216,mapf_lns2,episode_0001932_training-random-seed-00704_s4_n16.npz,
1933,random_train,random,train,training-random-seed-00704,4,24,generated,32,287,768,481,287,mapf_lns2,episode_0001933_training-random-seed-00704_s4_n24.npz,
1934,random_train,random,train,training-random-seed-00704,4,32,generated,33,470,1056,586,470,mapf_lns2,episode_0001934_training-random-seed-00704_s4_n32.npz,
1935,random_train,random,train,training-random-seed-00704,5,16,generated,19,123,304,181,123,mapf_lns2,episode_0001935_training-random-seed-00704_s5_n16.npz,
1936,random_train,random,train,training-random-seed-00704,5,24,generated,31,287,744,457,287,mapf_lns2,episode_0001936_training-random-seed-00704_s5_n24.npz,
1937,random_train,random,train,training-random-seed-00704,5,32,generated,39,421,1248,827,421,mapf_lns2,episode_0001937_training-random-seed-00704_s5_n32.npz,
1938,random_train,random,train,training-random-seed-00704,6,16,generated,31,213,496,283,213,mapf_lns2,episode_0001938_training-random-seed-00704_s6_n16.npz,
1939,random_train,random,train,training-random-seed-00704,6,24,generated,32,329,768,439,329,mapf_lns2,episode_0001939_training-random-seed-00704_s6_n24.npz,
1940,random_train,random,train,training-random-seed-00704,6,32,generated,32,440,1024,584,440,mapf_lns2,episode_0001940_training-random-seed-00704_s6_n32.npz,
1941,random_train,random,train,training-random-seed-00704,7,16,generated,35,193,560,367,193,mapf_lns2,episode_0001941_training-random-seed-00704_s7_n16.npz,
1942,random_train,random,train,training-random-seed-00704,7,24,generated,34,291,816,525,291,mapf_lns2,episode_0001942_training-random-seed-00704_s7_n24.npz,
1943,random_train,random,train,training-random-seed-00704,7,32,generated,33,395,1056,661,395,mapf_lns2,episode_0001943_training-random-seed-00704_s7_n32.npz,
1944,random_train,random,train,training-random-seed-00704,8,16,generated,27,130,432,302,130,mapf_lns2,episode_0001944_training-random-seed-00704_s8_n16.npz,
1945,random_train,random,train,training-random-seed-00704,8,24,generated,33,271,792,521,271,mapf_lns2,episode_0001945_training-random-seed-00704_s8_n24.npz,
1946,random_train,random,train,training-random-seed-00704,8,32,generated,35,422,1120,698,422,mapf_lns2,episode_0001946_training-random-seed-00704_s8_n32.npz,
1947,random_train,random,train,training-random-seed-00704,9,16,generated,25,186,400,214,186,mapf_lns2,episode_0001947_training-random-seed-00704_s9_n16.npz,
1948,random_train,random,train,training-random-seed-00704,9,24,generated,27,280,648,368,280,mapf_lns2,episode_0001948_training-random-seed-00704_s9_n24.npz,
1949,random_train,random,train,training-random-seed-00704,9,32,generated,32,316,1024,708,316,mapf_lns2,episode_0001949_training-random-seed-00704_s9_n32.npz,
1950,random_train,random,train,training-random-seed-00705,0,16,generated,25,210,400,190,210,mapf_lns2,episode_0001950_training-random-seed-00705_s0_n16.npz,
1951,random_train,random,train,training-random-seed-00705,0,24,generated,31,316,744,428,316,mapf_lns2,episode_0001951_training-random-seed-00705_s0_n24.npz,
1952,random_train,random,train,training-random-seed-00705,0,32,generated,35,441,1120,679,441,mapf_lns2,episode_0001952_training-random-seed-00705_s0_n32.npz,
1953,random_train,random,train,training-random-seed-00705,1,16,generated,23,218,368,150,218,mapf_lns2,episode_0001953_training-random-seed-00705_s1_n16.npz,
1954,random_train,random,train,training-random-seed-00705,1,24,generated,23,323,552,229,323,mapf_lns2,episode_0001954_training-random-seed-00705_s1_n24.npz,
1955,random_train,random,train,training-random-seed-00705,1,32,generated,26,433,832,399,433,mapf_lns2,episode_0001955_training-random-seed-00705_s1_n32.npz,
1956,random_train,random,train,training-random-seed-00705,2,16,generated,24,186,384,198,186,mapf_lns2,episode_0001956_training-random-seed-00705_s2_n16.npz,
1957,random_train,random,train,training-random-seed-00705,2,24,generated,24,257,576,319,257,mapf_lns2,episode_0001957_training-random-seed-00705_s2_n24.npz,
1958,random_train,random,train,training-random-seed-00705,2,32,generated,24,382,768,386,382,mapf_lns2,episode_0001958_training-random-seed-00705_s2_n32.npz,
1959,random_train,random,train,training-random-seed-00705,3,16,generated,22,193,352,159,193,mapf_lns2,episode_0001959_training-random-seed-00705_s3_n16.npz,
1960,random_train,random,train,training-random-seed-00705,3,24,generated,23,308,552,244,308,mapf_lns2,episode_0001960_training-random-seed-00705_s3_n24.npz,
1961,random_train,random,train,training-random-seed-00705,3,32,generated,24,390,768,378,390,mapf_lns2,episode_0001961_training-random-seed-00705_s3_n32.npz,
1962,random_train,random,train,training-random-seed-00705,4,16,generated,21,170,336,166,170,mapf_lns2,episode_0001962_training-random-seed-00705_s4_n16.npz,
